scenario,replicate,turtle_id,step,time_s,x_m,y_m,outcome
amber_proxy,0,24,72,360.0,25.5,499.5,active
amber_proxy,0,25,72,360.0,37.0,185.0,active
amber_proxy,0,26,72,360.0,16.5,379.0,active
amber_proxy,0,27,72,360.0,41.0,94.5,active
amber_proxy,0,28,72,360.0,39.5,0.0,active
amber_proxy,0,29,72,360.0,31.5,505.5,active
amber_proxy,0,0,73,365.0,25.5,377.0,active
amber_proxy,0,1,73,365.0,33.5,185.5,active
amber_proxy,0,2,73,365.0,32.0,703.5,active
amber_proxy,0,3,73,365.0,38.5,705.0,active
amber_proxy,0,4,73,365.0,35.0,99.0,active
amber_proxy,0,5,73,365.0,37.0,0.5,active
amber_proxy,0,6,73,365.0,39.0,688.0,active
amber_proxy,0,7,73,365.0,36.5,0.5,active
amber_proxy,0,8,73,365.0,37.0,506.0,active
amber_proxy,0,9,73,365.0,32.5,604.0,active
amber_proxy,0,10,73,365.0,34.0,596.0,active
amber_proxy,0,11,73,365.0,39.5,498.5,active
amber_proxy,0,12,73,365.0,38.5,184.5,active
amber_proxy,0,13,73,365.0,38.5,499.5,active
amber_proxy,0,14,73,365.0,38.5,290.5,active
amber_proxy,0,15,73,365.0,37.5,94.5,active
amber_proxy,0,16,73,365.0,34.0,85.5,active
amber_proxy,0,17,73,365.0,36.5,84.5,active
amber_proxy,0,18,73,365.0,38.5,0.0,active
amber_proxy,0,19,73,365.0,34.0,289.0,active
amber_proxy,0,20,73,365.0,36.5,287.5,active
amber_proxy,0,21,73,365.0,34.0,782.5,active
amber_proxy,0,22,73,365.0,39.5,85.5,active
amber_proxy,0,23,73,365.0,28.0,301.0,active
amber_proxy,0,24,73,365.0,25.5,499.5,active
amber_proxy,0,25,73,365.0,37.0,185.0,active
amber_proxy,0,26,73,365.0,17.0,379.0,active
amber_proxy,0,27,73,365.0,41.5,94.5,active
amber_proxy,0,28,73,365.0,40.0,0.5,active
amber_proxy,0,29,73,365.0,32.0,505.5,active
amber_proxy,0,0,74,370.0,26.0,376.5,active
amber_proxy,0,1,74,370.0,34.0,185.5,active
amber_proxy,0,2,74,370.0,32.5,704.0,active
amber_proxy,0,3,74,370.0,39.0,705.5,active
amber_proxy,0,4,74,370.0,35.5,99.0,active
amber_proxy,0,5,74,370.0,37.5,0.5,active
amber_proxy,0,6,74,370.0,39.5,688.0,active
amber_proxy,0,7,74,370.0,37.0,0.0,active
amber_proxy,0,8,74,370.0,37.5,506.5,active
amber_proxy,0,9,74,370.0,33.0,603.5,active
amber_proxy,0,10,74,370.0,34.5,595.5,active
amber_proxy,0,11,74,370.0,40.0,498.5,active
amber_proxy,0,12,74,370.0,39.0,184.5,active
amber_proxy,0,13,74,370.0,39.0,499.5,active
amber_proxy,0,14,74,370.0,39.0,290.5,active
amber_proxy,0,15,74,370.0,38.0,95.0,active
amber_proxy,0,16,74,370.0,34.5,85.0,active
amber_proxy,0,17,74,370.0,37.0,84.5,active
amber_proxy,0,18,74,370.0,39.0,0.5,active
amber_proxy,0,19,74,370.0,34.5,289.0,active
amber_proxy,0,20,74,370.0,37.0,287.5,active
amber_proxy,0,21,74,370.0,34.5,782.0,active
amber_proxy,0,22,74,370.0,40.0,85.0,active
amber_proxy,0,23,74,370.0,28.5,300.5,active
amber_proxy,0,24,74,370.0,25.0,499.5,active
amber_proxy,0,25,74,370.0,37.0,184.5,active
amber_proxy,0,26,74,370.0,17.5,378.5,active
amber_proxy,0,27,74,370.0,42.0,94.5,active
amber_proxy,0,28,74,370.0,40.5,0.0,active
amber_proxy,0,29,74,370.0,32.5,506.0,active
amber_proxy,0,0,75,375.0,26.5,376.0,active
amber_proxy,0,1,75,375.0,33.5,185.5,active
amber_proxy,0,2,75,375.0,33.0,704.5,active
amber_proxy,0,3,75,375.0,39.5,706.0,active
amber_proxy,0,4,75,375.0,36.0,99.0,active
amber_proxy,0,5,75,375.0,38.0,0.0,active
amber_proxy,0,6,75,375.0,40.0,688.0,active
amber_proxy,0,7,75,375.0,37.5,0.5,active
amber_proxy,0,8,75,375.0,38.0,506.5,active
amber_proxy,0,9,75,375.0,33.5,603.5,active
amber_proxy,0,10,75,375.0,35.0,595.5,active
amber_proxy,0,11,75,375.0,39.5,499.0,active
amber_proxy,0,12,75,375.0,39.5,185.0,active
amber_proxy,0,13,75,375.0,39.5,499.5,active
amber_proxy,0,14,75,375.0,39.5,290.5,active
amber_proxy,0,15,75,375.0,38.5,95.0,active
amber_proxy,0,16,75,375.0,35.0,85.0,active
amber_proxy,0,17,75,375.0,37.5,84.5,active
amber_proxy,0,18,75,375.0,39.5,0.0,active
amber_proxy,0,19,75,375.0,35.0,288.5,active
amber_proxy,0,20,75,375.0,37.5,287.5,active
amber_proxy,0,21,75,375.0,34.5,782.0,active
amber_proxy,0,22,75,375.0,40.5,84.5,active
amber_proxy,0,23,75,375.0,29.0,300.0,active
amber_proxy,0,24,75,375.0,24.5,499.5,active
amber_proxy,0,25,75,375.0,37.5,184.0,active
amber_proxy,0,26,75,375.0,18.0,378.0,active
amber_proxy,0,27,75,375.0,42.5,94.5,active
amber_proxy,0,28,75,375.0,40.5,0.5,active
amber_proxy,0,29,75,375.0,33.0,506.0,active
amber_proxy,0,0,76,380.0,27.0,375.5,active
amber_proxy,0,1,76,380.0,33.0,185.5,active
amber_proxy,0,2,76,380.0,33.5,704.5,active
amber_proxy,0,3,76,380.0,40.0,706.5,active
amber_proxy,0,4,76,380.0,36.5,99.5,active
amber_proxy,0,5,76,380.0,38.5,0.5,active
amber_proxy,0,6,76,380.0,40.5,688.0,active
amber_proxy,0,7,76,380.0,37.5,0.0,active
amber_proxy,0,8,76,380.0,38.5,506.5,active
amber_proxy,0,9,76,380.0,34.0,603.5,active
amber_proxy,0,10,76,380.0,35.5,596.0,active
amber_proxy,0,11,76,380.0,40.0,499.5,active
amber_proxy,0,12,76,380.0,40.0,185.0,active
amber_proxy,0,13,76,380.0,40.0,499.5,active
amber_proxy,0,14,76,380.0,40.0,290.5,active
amber_proxy,0,15,76,380.0,39.0,95.0,active
amber_proxy,0,16,76,380.0,35.0,84.5,active
amber_proxy,0,17,76,380.0,38.0,84.5,active
amber_proxy,0,18,76,380.0,40.0,0.5,active
amber_proxy,0,19,76,380.0,35.5,288.5,active
amber_proxy,0,20,76,380.0,38.0,288.0,active
amber_proxy,0,21,76,380.0,34.5,781.5,active
amber_proxy,0,22,76,380.0,41.0,84.5,active
amber_proxy,0,23,76,380.0,29.0,300.5,active
amber_proxy,0,24,76,380.0,24.0,499.5,active
amber_proxy,0,25,76,380.0,38.0,184.0,active
amber_proxy,0,26,76,380.0,18.0,377.5,active
amber_proxy,0,27,76,380.0,43.0,94.5,active
amber_proxy,0,28,76,380.0,40.5,0.0,active
amber_proxy,0,29,76,380.0,33.5,505.5,active
amber_proxy,0,0,77,385.0,27.5,375.5,active
amber_proxy,0,1,77,385.0,32.5,185.0,active
amber_proxy,0,2,77,385.0,34.0,704.0,active
amber_proxy,0,3,77,385.0,40.5,706.0,active
amber_proxy,0,4,77,385.0,37.0,100.0,active
amber_proxy,0,5,77,385.0,39.0,0.0,active
amber_proxy,0,6,77,385.0,41.0,688.0,active
amber_proxy,0,7,77,385.0,37.0,0.5,active
amber_proxy,0,8,77,385.0,39.0,507.0,active
amber_proxy,0,9,77,385.0,34.5,603.5,active
amber_proxy,0,10,77,385.0,36.0,596.5,active
amber_proxy,0,11,77,385.0,40.5,499.5,active
amber_proxy,0,12,77,385.0,40.5,184.5,active
amber_proxy,0,13,77,385.0,40.5,499.0,active
amber_proxy,0,14,77,385.0,40.5,290.5,active
amber_proxy,0,15,77,385.0,39.5,95.0,active
amber_proxy,0,16,77,385.0,35.5,84.0,active
amber_proxy,0,17,77,385.0,38.0,84.0,active
amber_proxy,0,18,77,385.0,40.5,0.0,active
amber_proxy,0,19,77,385.0,35.5,289.0,active
amber_proxy,0,20,77,385.0,38.5,288.5,active
amber_proxy,0,21,77,385.0,34.5,781.0,active
amber_proxy,0,22,77,385.0,41.5,84.5,active
amber_proxy,0,23,77,385.0,28.5,301.0,active
amber_proxy,0,24,77,385.0,23.5,499.0,active
amber_proxy,0,25,77,385.0,38.5,184.5,active
amber_proxy,0,26,77,385.0,18.5,377.0,active
amber_proxy,0,27,77,385.0,43.5,94.5,active
amber_proxy,0,28,77,385.0,41.0,0.5,active
amber_proxy,0,29,77,385.0,34.0,505.0,active
amber_proxy,0,0,78,390.0,28.0,375.0,active
amber_proxy,0,1,78,390.0,32.5,184.5,active
amber_proxy,0,2,78,390.0,34.5,703.5,active
amber_proxy,0,3,78,390.0,41.0,705.5,active
amber_proxy,0,4,78,390.0,37.0,100.5,active
amber_proxy,0,5,78,390.0,39.5,0.5,active
amber_proxy,0,6,78,390.0,41.5,688.0,active
amber_proxy,0,7,78,390.0,37.0,0.0,active
amber_proxy,0,8,78,390.0,39.0,507.5,active
amber_proxy,0,9,78,390.0,35.0,603.5,active
amber_proxy,0,10,78,390.0,36.5,596.5,active
amber_proxy,0,11,78,390.0,41.0,499.5,active
amber_proxy,0,12,78,390.0,41.0,184.0,active
amber_proxy,0,13,78,390.0,41.0,499.0,active
amber_proxy,0,14,78,390.0,41.0,291.0,active
amber_proxy,0,15,78,390.0,40.0,95.0,active
amber_proxy,0,16,78,390.0,36.0,84.5,active
amber_proxy,0,17,78,390.0,38.5,84.0,active
amber_proxy,0,18,78,390.0,41.0,0.5,active
amber_proxy,0,19,78,390.0,35.5,289.5,active
amber_proxy,0,20,78,390.0,38.5,289.0,active
amber_proxy,0,21,78,390.0,34.5,780.5,active
amber_proxy,0,22,78,390.0,42.0,85.0,active
amber_proxy,0,23,78,390.0,29.0,300.5,active
amber_proxy,0,24,78,390.0,23.0,498.5,active
amber_proxy,0,25,78,390.0,38.5,185.0,active
amber_proxy,0,26,78,390.0,19.0,376.5,active
amber_proxy,0,27,78,390.0,44.0,94.0,active
amber_proxy,0,28,78,390.0,41.5,0.0,active
amber_proxy,0,29,78,390.0,34.0,504.5,active
amber_proxy,0,0,79,395.0,28.0,374.5,active
amber_proxy,0,1,79,395.0,33.0,184.0,active
amber_proxy,0,2,79,395.0,34.5,703.0,active
amber_proxy,0,3,79,395.0,41.5,705.0,active
amber_proxy,0,4,79,395.0,37.5,101.0,active
amber_proxy,0,5,79,395.0,40.0,0.0,active
amber_proxy,0,6,79,395.0,42.0,687.5,active
amber_proxy,0,7,79,395.0,37.5,0.5,active
amber_proxy,0,8,79,395.0,39.5,507.5,active
amber_proxy,0,9,79,395.0,34.5,603.0,active
amber_proxy,0,10,79,395.0,37.0,597.0,active
amber_proxy,0,11,79,395.0,41.5,499.5,active
amber_proxy,0,12,79,395.0,41.5,183.5,active
amber_proxy,0,13,79,395.0,41.5,498.5,active
amber_proxy,0,14,79,395.0,41.5,291.5,active
amber_proxy,0,15,79,395.0,40.5,95.0,active
amber_proxy,0,16,79,395.0,36.5,84.5,active
amber_proxy,0,17,79,395.0,39.0,84.0,active
amber_proxy,0,18,79,395.0,41.5,0.0,active
amber_proxy,0,19,79,395.0,35.5,290.0,active
amber_proxy,0,20,79,395.0,38.0,289.0,active
amber_proxy,0,21,79,395.0,34.0,780.0,active
amber_proxy,0,22,79,395.0,42.5,85.5,active
amber_proxy,0,23,79,395.0,29.0,300.5,active
amber_proxy,0,24,79,395.0,23.5,498.0,active
amber_proxy,0,25,79,395.0,39.0,185.0,active
amber_proxy,0,26,79,395.0,19.0,376.0,active
amber_proxy,0,27,79,395.0,44.5,94.0,sea
amber_proxy,0,28,79,395.0,42.0,0.5,active
amber_proxy,0,29,79,395.0,34.0,504.0,active
amber_proxy,0,0,80,400.0,28.0,374.0,active
amber_proxy,0,1,80,400.0,33.5,184.0,active
amber_proxy,0,2,80,400.0,34.5,702.5,active
amber_proxy,0,3,80,400.0,42.0,704.5,active
amber_proxy,0,4,80,400.0,38.0,100.5,active
amber_proxy,0,5,80,400.0,40.5,0.5,active
amber_proxy,0,6,80,400.0,42.5,687.0,active
amber_proxy,0,7,80,400.0,37.5,0.0,active
amber_proxy,0,8,80,400.0,40.0,507.5,active
amber_proxy,0,9,80,400.0,34.5,602.5,active
amber_proxy,0,10,80,400.0,37.5,597.5,active
amber_proxy,0,11,80,400.0,42.0,499.5,active
amber_proxy,0,12,80,400.0,42.0,183.5,active
amber_proxy,0,13,80,400.0,42.0,498.0,active
amber_proxy,0,14,80,400.0,42.0,292.0,active
amber_proxy,0,15,80,400.0,41.0,94.5,active
amber_proxy,0,16,80,400.0,37.0,84.0,active
amber_proxy,0,17,80,400.0,39.5,84.0,active
amber_proxy,0,18,80,400.0,42.0,0.5,active
amber_proxy,0,19,80,400.0,36.0,290.0,active
amber_proxy,0,20,80,400.0,38.0,288.5,active
amber_proxy,0,21,80,400.0,34.5,779.5,active
amber_proxy,0,22,80,400.0,43.0,85.5,active
amber_proxy,0,23,80,400.0,29.5,300.0,active
amber_proxy,0,24,80,400.0,24.0,497.5,active
amber_proxy,0,25,80,400.0,39.5,185.5,active
amber_proxy,0,26,80,400.0,19.5,375.5,active
amber_proxy,0,28,80,400.0,42.0,0.0,active
amber_proxy,0,29,80,400.0,34.5,503.5,active
amber_proxy,0,0,81,405.0,28.0,373.5,active
amber_proxy,0,1,81,405.0,34.0,184.5,active
amber_proxy,0,2,81,405.0,34.5,702.0,active
amber_proxy,0,3,81,405.0,42.5,705.0,active
amber_proxy,0,4,81,405.0,38.5,100.5,active
amber_proxy,0,5,81,405.0,41.0,0.5,active
amber_proxy,0,6,81,405.0,42.5,686.5,active
amber_proxy,0,7,81,405.0,37.5,0.5,active
amber_proxy,0,8,81,405.0,40.5,507.5,active
amber_proxy,0,9,81,405.0,35.0,602.0,active
amber_proxy,0,10,81,405.0,38.0,598.0,active
amber_proxy,0,11,81,405.0,42.5,499.5,active
amber_proxy,0,12,81,405.0,42.5,183.0,active
amber_proxy,0,13,81,405.0,42.5,498.0,active
amber_proxy,0,14,81,405.0,42.5,292.5,active
amber_proxy,0,15,81,405.0,41.5,94.5,active
amber_proxy,0,16,81,405.0,37.5,83.5,active
amber_proxy,0,17,81,405.0,40.0,84.5,active
amber_proxy,0,18,81,405.0,42.5,0.0,active
amber_proxy,0,19,81,405.0,36.5,290.0,active
amber_proxy,0,20,81,405.0,38.0,288.0,active
amber_proxy,0,21,81,405.0,34.5,779.0,active
amber_proxy,0,22,81,405.0,43.5,85.5,active
amber_proxy,0,23,81,405.0,30.0,300.0,active
amber_proxy,0,24,81,405.0,24.5,497.5,active
amber_proxy,0,25,81,405.0,40.0,185.0,active
amber_proxy,0,26,81,405.0,20.0,375.0,active
amber_proxy,0,28,81,405.0,42.5,0.5,active
amber_proxy,0,29,81,405.0,35.0,503.5,active
amber_proxy,0,0,82,410.0,28.5,373.5,active
amber_proxy,0,1,82,410.0,34.5,184.5,active
amber_proxy,0,2,82,410.0,34.5,701.5,active
amber_proxy,0,3,82,410.0,42.5,705.0,active
amber_proxy,0,4,82,410.0,39.0,100.5,active
amber_proxy,0,5,82,410.0,41.5,0.0,active
amber_proxy,0,6,82,410.0,42.5,686.0,active
amber_proxy,0,7,82,410.0,38.0,0.0,active
amber_proxy,0,8,82,410.0,41.0,508.0,active
amber_proxy,0,9,82,410.0,35.5,602.0,active
amber_proxy,0,10,82,410.0,38.5,597.5,active
amber_proxy,0,11,82,410.0,43.0,499.5,active
amber_proxy,0,12,82,410.0,43.0,183.0,active
amber_proxy,0,13,82,410.0,43.0,498.0,active
amber_proxy,0,14,82,410.0,43.0,293.0,active
amber_proxy,0,15,82,410.0,42.0,94.5,active
amber_proxy,0,16,82,410.0,38.0,84.0,active
amber_proxy,0,17,82,410.0,40.5,84.5,active
amber_proxy,0,18,82,410.0,43.0,0.5,active
amber_proxy,0,19,82,410.0,36.5,289.5,active
amber_proxy,0,20,82,410.0,38.0,287.5,active
amber_proxy,0,21,82,410.0,34.0,778.5,active
amber_proxy,0,22,82,410.0,44.0,86.0,active
amber_proxy,0,23,82,410.0,30.5,299.5,active
amber_proxy,0,24,82,410.0,25.0,497.5,active
amber_proxy,0,25,82,410.0,40.0,185.0,active
amber_proxy,0,26,82,410.0,20.5,375.0,active
amber_proxy,0,28,82,410.0,43.0,0.0,sea
amber_proxy,0,29,82,410.0,35.5,504.0,active
amber_proxy,0,0,83,415.0,29.0,373.0,active
amber_proxy,0,1,83,415.0,35.0,184.5,active
amber_proxy,0,2,83,415.0,34.0,701.0,active
amber_proxy,0,3,83,415.0,42.5,704.5,active
amber_proxy,0,4,83,415.0,39.5,100.0,active
amber_proxy,0,5,83,415.0,42.0,0.0,active
amber_proxy,0,6,83,415.0,43.0,686.0,active
amber_proxy,0,7,83,415.0,38.5,0.5,active
amber_proxy,0,8,83,415.0,41.5,508.0,active
amber_proxy,0,9,83,415.0,36.0,602.0,active
amber_proxy,0,10,83,415.0,38.0,597.0,active
amber_proxy,0,11,83,415.0,43.5,499.5,active
amber_proxy,0,12,83,415.0,43.5,182.5,active
amber_proxy,0,13,83,415.0,43.5,498.0,active
amber_proxy,0,14,83,415.0,43.5,293.5,active
amber_proxy,0,15,83,415.0,42.5,94.0,active
amber_proxy,0,16,83,415.0,38.5,84.5,active
amber_proxy,0,17,83,415.0,40.5,84.0,active
amber_proxy,0,18,83,415.0,43.5,0.0,sea
amber_proxy,0,19,83,415.0,36.5,289.0,active
amber_proxy,0,20,83,415.0,38.5,287.0,active
amber_proxy,0,21,83,415.0,34.0,778.0,active
amber_proxy,0,22,83,415.0,44.0,86.5,active
amber_proxy,0,23,83,415.0,31.0,299.5,active
amber_proxy,0,24,83,415.0,25.5,497.0,active
amber_proxy,0,25,83,415.0,40.5,184.5,active
amber_proxy,0,26,83,415.0,21.0,375.0,active
amber_proxy,0,29,83,415.0,36.0,504.5,active
amber_proxy,0,0,84,420.0,29.5,372.5,active
amber_proxy,0,1,84,420.0,35.5,184.0,active
amber_proxy,0,2,84,420.0,34.0,700.5,active
amber_proxy,0,3,84,420.0,42.5,704.0,active
amber_proxy,0,4,84,420.0,40.0,100.0,active
amber_proxy,0,5,84,420.0,42.5,0.5,active
amber_proxy,0,6,84,420.0,43.5,686.0,active
amber_proxy,0,7,84,420.0,39.0,0.0,active
amber_proxy,0,8,84,420.0,42.0,507.5,active
amber_proxy,0,9,84,420.0,36.5,602.0,active
amber_proxy,0,10,84,420.0,38.0,596.5,active
amber_proxy,0,11,84,420.0,43.5,500.0,active
amber_proxy,0,12,84,420.0,43.5,182.0,active
amber_proxy,0,13,84,420.0,44.0,498.0,active
amber_proxy,0,14,84,420.0,44.0,294.0,active
amber_proxy,0,15,84,420.0,42.5,93.5,active
amber_proxy,0,16,84,420.0,39.0,84.5,active
amber_proxy,0,17,84,420.0,40.5,83.5,active
amber_proxy,0,19,84,420.0,37.0,288.5,active
amber_proxy,0,20,84,420.0,38.5,286.5,active
amber_proxy,0,21,84,420.0,34.5,777.5,active
amber_proxy,0,22,84,420.0,44.5,87.0,sea
amber_proxy,0,23,84,420.0,31.5,299.5,active
amber_proxy,0,24,84,420.0,26.0,497.0,active
amber_proxy,0,25,84,420.0,41.0,184.0,active
amber_proxy,0,26,84,420.0,20.5,375.5,active
amber_proxy,0,29,84,420.0,36.0,505.0,active
amber_proxy,0,0,85,425.0,29.0,372.0,active
amber_proxy,0,1,85,425.0,36.0,184.0,active
amber_proxy,0,2,85,425.0,34.5,700.0,active
amber_proxy,0,3,85,425.0,42.0,703.5,active
amber_proxy,0,4,85,425.0,40.5,99.5,active
amber_proxy,0,5,85,425.0,43.0,0.5,active
amber_proxy,0,6,85,425.0,44.0,685.5,active
amber_proxy,0,7,85,425.0,39.5,0.5,active
amber_proxy,0,8,85,425.0,42.5,507.5,active
amber_proxy,0,9,85,425.0,37.0,602.0,active
amber_proxy,0,10,85,425.0,38.0,596.0,active
amber_proxy,0,11,85,425.0,43.0,500.5,active
amber_proxy,0,12,85,425.0,43.5,181.5,active
amber_proxy,0,13,85,425.0,44.5,498.0,active
amber_proxy,0,14,85,425.0,44.5,294.5,active
amber_proxy,0,15,85,425.0,43.0,93.0,active
amber_proxy,0,16,85,425.0,39.5,85.0,active
amber_proxy,0,17,85,425.0,40.5,83.0,active
amber_proxy,0,19,85,425.0,37.5,288.0,active
amber_proxy,0,20,85,425.0,39.0,286.0,active
amber_proxy,0,21,85,425.0,35.0,777.0,active
amber_proxy,0,23,85,425.0,32.0,299.0,active
amber_proxy,0,24,85,425.0,26.0,496.5,active
amber_proxy,0,25,85,425.0,41.5,184.0,active
amber_proxy,0,26,85,425.0,21.0,376.0,active
amber_proxy,0,29,85,425.0,36.5,505.0,active
amber_proxy,0,0,86,430.0,29.0,371.5,active
amber_proxy,0,1,86,430.0,36.5,184.0,active
amber_proxy,0,2,86,430.0,35.0,700.0,active
amber_proxy,0,3,86,430.0,42.0,703.0,active
amber_proxy,0,4,86,430.0,40.5,99.0,active
amber_proxy,0,5,86,430.0,43.5,0.0,sea
amber_proxy,0,6,86,430.0,44.5,685.5,active
amber_proxy,0,7,86,430.0,40.0,0.5,active
amber_proxy,0,8,86,430.0,43.0,507.0,active
amber_proxy,0,9,86,430.0,37.5,602.0,active
amber_proxy,0,10,86,430.0,37.5,595.5,active
amber_proxy,0,11,86,430.0,42.5,500.0,active
amber_proxy,0,12,86,430.0,43.5,181.0,active
amber_proxy,0,13,86,430.0,45.0,498.0,active
amber_proxy,0,14,86,430.0,45.0,294.0,active
amber_proxy,0,15,86,430.0,43.5,92.5,active
amber_proxy,0,16,86,430.0,39.5,85.5,active
amber_proxy,0,17,86,430.0,41.0,82.5,active
amber_proxy,0,19,86,430.0,38.0,288.0,active
amber_proxy,0,20,86,430.0,39.5,285.5,active
amber_proxy,0,21,86,430.0,35.0,776.5,active
amber_proxy,0,23,86,430.0,32.5,298.5,active
amber_proxy,0,24,86,430.0,26.0,496.0,active
amber_proxy,0,25,86,430.0,42.0,183.5,active
amber_proxy,0,26,86,430.0,21.5,376.5,active
amber_proxy,0,29,86,430.0,37.0,505.5,active
amber_proxy,0,0,87,435.0,29.0,371.0,active
amber_proxy,0,1,87,435.0,37.0,183.5,active
amber_proxy,0,2,87,435.0,35.5,700.5,active
amber_proxy,0,3,87,435.0,42.0,702.5,active
amber_proxy,0,4,87,435.0,40.5,98.5,active
amber_proxy,0,6,87,435.0,45.0,685.5,active
amber_proxy,0,7,87,435.0,40.5,0.0,active
amber_proxy,0,8,87,435.0,43.5,506.5,active
amber_proxy,0,9,87,435.0,38.0,602.5,active
amber_proxy,0,10,87,435.0,38.0,595.0,active
amber_proxy,0,11,87,435.0,42.0,499.5,active
amber_proxy,0,12,87,435.0,43.5,180.5,active
amber_proxy,0,13,87,435.0,45.5,498.0,active
amber_proxy,0,14,87,435.0,45.5,293.5,sea
amber_proxy,0,15,87,435.0,44.0,92.0,active
amber_proxy,0,16,87,435.0,40.0,86.0,active
amber_proxy,0,17,87,435.0,41.5,82.5,active
amber_proxy,0,19,87,435.0,38.5,288.0,active
amber_proxy,0,20,87,435.0,40.0,285.5,active
amber_proxy,0,21,87,435.0,35.0,776.0,active
amber_proxy,0,23,87,435.0,33.0,298.5,active
amber_proxy,0,24,87,435.0,26.0,495.5,active
amber_proxy,0,25,87,435.0,42.0,183.0,active
amber_proxy,0,26,87,435.0,22.0,377.0,active
amber_proxy,0,29,87,435.0,37.5,505.5,active
amber_proxy,0,0,88,440.0,29.0,370.5,active
amber_proxy,0,1,88,440.0,37.5,183.0,active
amber_proxy,0,2,88,440.0,36.0,701.0,active
amber_proxy,0,3,88,440.0,42.5,702.0,active
amber_proxy,0,4,88,440.0,41.0,98.0,active
amber_proxy,0,6,88,440.0,45.5,686.0,sea
amber_proxy,0,7,88,440.0,41.0,0.5,active
amber_proxy,0,8,88,440.0,43.0,506.0,active
amber_proxy,0,9,88,440.0,38.5,603.0,active
amber_proxy,0,10,88,440.0,38.5,594.5,active
amber_proxy,0,11,88,440.0,42.5,499.5,active
amber_proxy,0,12,88,440.0,44.0,180.0,active
amber_proxy,0,13,88,440.0,46.0,497.5,active
amber_proxy,0,15,88,440.0,44.5,92.0,sea
amber_proxy,0,16,88,440.0,40.0,86.0,active
amber_proxy,0,17,88,440.0,42.0,83.0,active
amber_proxy,0,19,88,440.0,38.5,288.5,active
amber_proxy,0,20,88,440.0,40.5,285.0,active
amber_proxy,0,21,88,440.0,35.0,775.5,active
amber_proxy,0,23,88,440.0,33.5,298.5,active
amber_proxy,0,24,88,440.0,26.5,495.5,active
amber_proxy,0,25,88,440.0,42.5,183.0,active
amber_proxy,0,26,88,440.0,22.5,377.0,active
amber_proxy,0,29,88,440.0,38.0,505.5,active
amber_proxy,0,0,89,445.0,29.5,370.5,active
amber_proxy,0,1,89,445.0,38.0,183.0,active
amber_proxy,0,2,89,445.0,36.5,701.0,active
amber_proxy,0,3,89,445.0,43.0,701.5,active
amber_proxy,0,4,89,445.0,41.5,98.0,active
amber_proxy,0,7,89,445.0,41.5,0.0,active
amber_proxy,0,8,89,445.0,42.5,505.5,active
amber_proxy,0,9,89,445.0,39.0,603.5,active
amber_proxy,0,10,89,445.0,39.0,594.0,active
amber_proxy,0,11,89,445.0,43.0,500.0,active
amber_proxy,0,12,89,445.0,44.0,179.5,active
amber_proxy,0,13,89,445.0,46.5,497.0,active
amber_proxy,0,16,89,445.0,40.5,86.0,active
amber_proxy,0,17,89,445.0,42.5,83.0,active
amber_proxy,0,19,89,445.0,39.0,289.0,active
amber_proxy,0,20,89,445.0,40.5,285.5,active
amber_proxy,0,21,89,445.0,35.0,775.0,active
amber_proxy,0,23,89,445.0,34.0,298.5,active
amber_proxy,0,24,89,445.0,27.0,495.0,active
amber_proxy,0,25,89,445.0,43.0,183.0,active
amber_proxy,0,26,89,445.0,23.0,376.5,active
amber_proxy,0,29,89,445.0,38.5,505.0,active
amber_proxy,0,0,90,450.0,30.0,370.0,active
amber_proxy,0,1,90,450.0,38.0,183.0,active
amber_proxy,0,2,90,450.0,37.0,700.5,active
amber_proxy,0,3,90,450.0,43.0,701.0,active
amber_proxy,0,4,90,450.0,42.0,97.5,active
amber_proxy,0,7,90,450.0,42.0,0.0,active
amber_proxy,0,8,90,450.0,43.0,505.5,active
amber_proxy,0,9,90,450.0,39.0,603.5,active
amber_proxy,0,10,90,450.0,39.5,593.5,active
amber_proxy,0,11,90,450.0,43.5,500.0,active
amber_proxy,0,12,90,450.0,43.5,179.0,active
amber_proxy,0,13,90,450.0,47.0,497.0,sea
amber_proxy,0,16,90,450.0,41.0,86.0,active
amber_proxy,0,17,90,450.0,43.0,83.5,active
amber_proxy,0,19,90,450.0,39.5,289.0,active
amber_proxy,0,20,90,450.0,40.5,286.0,active
amber_proxy,0,21,90,450.0,35.0,774.5,active
amber_proxy,0,23,90,450.0,34.5,298.0,active
amber_proxy,0,24,90,450.0,27.5,494.5,active
amber_proxy,0,25,90,450.0,43.5,183.0,active
amber_proxy,0,26,90,450.0,23.0,376.0,active
amber_proxy,0,29,90,450.0,39.0,504.5,active
amber_proxy,0,0,91,455.0,30.5,369.5,active
amber_proxy,0,1,91,455.0,38.5,183.0,active
amber_proxy,0,2,91,455.0,37.5,700.0,active
amber_proxy,0,3,91,455.0,43.0,700.5,active
amber_proxy,0,4,91,455.0,42.0,97.0,active
amber_proxy,0,7,91,455.0,42.5,0.0,active
amber_proxy,0,8,91,455.0,42.5,505.0,active
amber_proxy,0,9,91,455.0,39.5,603.0,active
amber_proxy,0,10,91,455.0,40.0,593.0,active
amber_proxy,0,11,91,455.0,44.0,500.0,active
amber_proxy,0,12,91,455.0,44.0,178.5,active
amber_proxy,0,16,91,455.0,41.5,86.0,active
amber_proxy,0,17,91,455.0,43.0,83.0,active
amber_proxy,0,19,91,455.0,40.0,288.5,active
