scenario,replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
amber_proxy,5,18,N3,sea,1,1,515.0,60.56244584051388,37.9925,0.6273277023858986,-41.18592516570965,41.18592516570965,0.0,0.03,0.8875794749713416,8.0,199.5,46.0,178.0
amber_proxy,5,19,N8,sea,1,0,440.0,50.45584412271568,37.49,0.7430259200266092,0.0,0.0,0.0,0.011627906976744186,0.7129232102360723,8.0,700.5,45.5,698.0
amber_proxy,5,20,N1,predated,0,0,225.0,25.39949493661166,34.5,1.3582947253911957,5.710593137499642,5.710593137499642,0.0,0.0,0.877270752145487,8.5,0.0,30.5,0.5
amber_proxy,5,21,N2,predated,0,0,255.0,30.88477631085022,36.5,1.1818120239121523,-21.80140948635181,21.80140948635181,0.0,0.0,0.8572977398469069,8.0,100.0,32.5,95.0
amber_proxy,5,22,N9,sea,1,0,535.0,61.3198051533946,35.5,0.578932041796202,-21.80140948635181,21.80140948635181,0.0,0.0673076923076923,0.6032024035144078,8.0,800.0,44.0,793.5
amber_proxy,5,23,N4,sea,1,0,460.0,53.405591591021505,36.5,0.6834490343167802,-29.054604099077146,29.054604099077146,0.0,0.02247191011235955,0.8217863545200768,8.5,300.0,45.5,283.0
amber_proxy,5,24,N2,sea,1,0,435.0,49.0416305603426,36.985,0.754155185653795,-5.710593137499642,5.710593137499642,0.0,0.011904761904761904,0.9086019284062198,7.5,99.0,44.5,91.0
amber_proxy,5,25,N4,sea,1,1,630.0,71.06244584051389,37.0,0.5206688225035125,-53.13010235415598,53.13010235415598,0.0,0.09090909090909091,0.8236699808122518,8.0,300.0,45.5,284.5
amber_proxy,5,26,N3,sea,1,1,570.0,67.0121933088197,37.9925,0.5669490599257804,-56.309932474020215,56.309932474020215,0.0,0.09090909090909091,0.615743261005361,8.0,199.5,46.0,182.5
amber_proxy,5,27,N1,predated,0,0,330.0,40.784271247461874,35.0,0.8581739707357933,5.710593137499642,5.710593137499642,0.0,0.03076923076923077,0.7372924701845794,8.0,0.0,36.0,0.5
amber_proxy,5,28,N1,sea,1,0,365.0,43.04163056034259,35.0075,0.8133404693142592,-5.710593137499642,5.710593137499642,0.0,0.0,0.8524233299111126,8.0,0.5,43.5,1.0
amber_proxy,5,29,N5,sea,1,1,800.0,93.44722215136426,39.5,0.4226984932309551,-29.054604099077146,29.054604099077146,0.0,0.11612903225806452,0.6790553928745516,8.0,400.0,46.5,354.5
amber_proxy,6,0,N6,sea,1,1,1055.0,126.73149339882633,38.4875,0.30369325704131905,-41.18592516570965,41.18592516570965,0.0,0.2097560975609756,0.5158344949699221,8.0,500.5,47.0,482.5
amber_proxy,6,1,N2,sea,1,0,490.0,57.94112549695424,36.5,0.6299497927757491,-5.710593137499642,5.710593137499642,0.0,0.03125,0.7060410567542797,8.0,100.0,44.5,88.5
amber_proxy,6,2,N5,sea,1,1,805.0,94.86143571373736,39.0,0.41112597238871657,-26.56505117707799,26.56505117707799,0.0,0.15286624203821655,0.5660653789455926,8.5,400.0,47.0,362.5
amber_proxy,6,3,N3,sea,1,1,545.0,62.562445840513874,37.995,0.6073132130552893,-36.86989764584402,36.86989764584402,0.0,0.038461538461538464,0.7685184289653046,8.0,200.5,46.0,179.0
amber_proxy,6,4,N2,sea,1,0,475.0,54.941125496954236,36.0,0.6552468606052806,16.69924423399362,16.69924423399362,0.0,0.06666666666666667,0.8687984922506321,8.5,100.0,44.5,95.0
amber_proxy,6,5,N3,sea,1,0,450.0,54.026911934581136,38.0,0.703353174173874,-26.56505117707799,26.56505117707799,0.0,0.0,0.7625079711603876,8.0,200.0,46.0,177.5
amber_proxy,6,6,N6,sea,1,1,610.0,71.58326112068521,39.0,0.544820107234962,-16.69924423399362,16.69924423399362,0.0,0.09565217391304348,0.7241402627607127,7.5,500.0,46.5,504.5
amber_proxy,6,7,N7,sea,1,0,450.0,54.52691193458114,36.5,0.6693942258052502,-5.710593137499642,5.710593137499642,0.0,0.022222222222222223,0.9006956752181842,7.5,600.0,44.5,586.0
amber_proxy,6,8,N1,sea,1,0,380.0,45.16295090390222,35.0,0.7749715042861801,0.0,0.0,0.0,0.0,0.656682649134755,8.0,0.0,43.5,1.5
amber_proxy,6,9,N3,sea,1,0,550.0,65.1837661840735,38.0,0.5829672359325047,-26.56505117707799,26.56505117707799,0.0,0.09259259259259259,0.7324247053306133,8.0,200.0,46.0,195.0
amber_proxy,6,10,N1,sea,1,0,385.0,45.54163056034258,35.0,0.7685275992396684,5.710593137499642,5.710593137499642,0.0,0.0,0.8684308619782488,8.0,0.0,43.5,1.0
amber_proxy,6,11,N5,sea,1,1,850.0,99.60407640085668,39.5,0.39657011467113273,-16.69924423399362,16.69924423399362,0.0,0.12804878048780488,0.68688540897458,8.0,400.0,47.0,365.5
amber_proxy,6,12,N6,sea,1,0,460.0,52.28427124746187,39.0,0.7459222261205993,-16.69924423399362,16.69924423399362,0.0,0.022727272727272728,0.8327433735871216,7.5,500.0,46.5,502.0
amber_proxy,6,13,N2,sea,1,0,455.0,52.66295090390223,36.5,0.6930868736657789,-29.054604099077146,29.054604099077146,0.0,0.0,0.6647905235264143,8.0,100.0,44.5,78.0
amber_proxy,6,14,N7,sea,1,0,450.0,51.49137802864841,36.0075,0.699291830565622,-16.69924423399362,16.69924423399362,0.0,0.023255813953488372,0.839084230057474,8.0,600.5,44.5,601.5
amber_proxy,6,15,N7,sea,1,1,570.0,64.64823227814078,36.0125,0.5570531278420856,-36.86989764584402,36.86989764584402,0.0,0.03669724770642202,0.7672348809542107,8.0,599.5,45.0,575.5
amber_proxy,6,16,N3,sea,1,0,450.0,53.8198051533946,38.4925,0.715210690382296,-29.054604099077146,29.054604099077146,0.0,0.011235955056179775,0.8612970103675307,7.5,199.5,46.0,179.0
amber_proxy,6,17,N5,censored,0,1,1800.0,207.74368670764645,39.5,0.19013814872548962,-90.0,90.0,2.0,0.2857142857142857,0.361851064184243,8.0,400.0,34.0,334.0
amber_proxy,6,18,N4,sea,1,0,500.0,59.23401871576769,37.0,0.6246410559706099,-16.69924423399362,16.69924423399362,0.0,0.030303030303030304,0.8550704253689684,8.0,300.0,45.5,291.5
amber_proxy,6,19,N5,predated,0,1,1035.0,116.34671708797599,39.5,0.3395024886704103,-11.309932474020213,11.309932474020213,0.0,0.19487179487179487,0.555449095115823,8.0,400.0,41.0,356.0
amber_proxy,6,20,N3,sea,1,0,405.0,50.23401871576769,38.495,0.7663133666014462,0.0,0.0,0.0,0.0,0.871022702381434,7.5,200.5,46.0,185.0
amber_proxy,6,21,N4,sea,1,1,430.0,51.8198051533946,36.5,0.7043638989369871,-41.18592516570965,41.18592516570965,0.0,0.023529411764705882,0.6930147684109224,8.5,300.0,45.5,296.0
amber_proxy,6,22,N1,sea,1,0,420.0,49.78427124746187,35.5,0.7130766226051743,0.0,0.0,0.0,0.012048192771084338,0.7639266008106883,7.5,0.0,43.5,0.5
amber_proxy,6,23,N7,sea,1,0,485.0,54.69848480983496,36.5075,0.6674316505644017,-5.710593137499642,5.710593137499642,0.0,0.03260869565217391,0.7689729096635749,7.5,600.5,44.5,592.5
amber_proxy,6,24,N6,sea,1,1,880.0,105.22539674441634,38.5,0.36588125292141466,-53.13010235415598,53.13010235415598,0.0,0.1724137931034483,0.7964403519026674,8.0,500.0,47.0,493.0
amber_proxy,6,25,N5,sea,1,1,1420.0,166.44469683442298,39.9875,0.24024496280454669,-26.56505117707799,26.56505117707799,2.0,0.23161764705882354,0.500258241695996,7.5,399.5,46.0,330.5
amber_proxy,6,26,N5,sea,1,1,930.0,108.84671708797597,39.5,0.36289564864022406,21.80140948635181,21.80140948635181,0.0,0.16111111111111112,0.6302147146964573,8.0,400.0,46.5,360.0
amber_proxy,6,27,N6,sea,1,1,710.0,84.37615433949874,38.0,0.45036420891027956,11.309932474020213,11.309932474020213,0.0,0.1276595744680851,0.689206193349532,8.5,500.0,47.0,486.5
amber_proxy,6,28,N3,sea,1,1,560.0,66.09797974644661,37.9925,0.5747906387720186,-41.18592516570965,41.18592516570965,0.0,0.08256880733944955,0.7636328548558136,8.0,199.5,46.0,180.0
amber_proxy,6,29,N5,sea,1,1,1545.0,184.3441917710347,39.5,0.21427309220059995,-5.710593137499642,5.710593137499642,0.0,0.24172185430463577,0.1979403396494954,8.0,400.0,46.0,338.5
amber_proxy,7,0,N5,sea,1,1,885.0,100.74011537017775,39.5,0.3920980222710093,-41.18592516570965,41.18592516570965,0.0,0.1411764705882353,0.6572399629978536,8.0,400.0,47.0,365.0
amber_proxy,7,1,N2,sea,1,1,380.0,46.07716446627532,36.5,0.7921494393760924,-45.0,45.0,0.0,0.0,0.8406384389951596,8.0,100.0,44.5,91.0
amber_proxy,7,2,N1,sea,1,0,365.0,41.05634918610403,35.0075,0.852669579589621,-5.710593137499642,5.710593137499642,0.0,0.0,0.8553826938176212,8.0,0.5,43.0,0.0
amber_proxy,7,3,N1,sea,1,0,375.0,43.09188309203675,35.0,0.8122179280317385,5.710593137499642,5.710593137499642,0.0,0.0,0.8355008665170831,8.0,0.0,43.5,0.5
amber_proxy,7,4,N1,sea,1,0,390.0,46.45584412271569,35.0,0.7534035956282606,11.309932474020213,11.309932474020213,0.0,0.0,0.8925919395501346,8.0,0.0,43.5,0.5
amber_proxy,7,5,N2,predated,0,1,400.0,46.40559159102151,35.9925,0.7756069638591522,-48.81407483429036,48.81407483429036,0.0,0.04,0.7776446185910496,8.5,99.5,38.0,84.0
amber_proxy,7,6,N2,predated,0,1,35.0,3.2071067811865475,36.9925,11.534539547296808,-33.690067525979785,33.690067525979785,0.0,0.0,1.041672099651624,7.5,99.5,9.0,98.5
amber_proxy,7,7,N5,sea,1,1,805.0,97.05382386916253,39.495,0.4069391439253634,-90.0,90.0,0.5,0.1794871794871795,0.7231232099110181,8.0,400.5,47.0,373.5
amber_proxy,7,8,N4,predated,0,0,110.0,12.86396103067893,37.5,2.9151207711658342,-11.309932474020213,11.309932474020213,0.0,0.0,0.8336127574171373,7.5,300.0,18.0,299.0
amber_proxy,7,9,N9,sea,1,0,490.0,59.14823227814078,36.0,0.6086403365482218,0.0,0.0,0.0,0.030612244897959183,0.9241520690930823,7.5,800.0,44.5,769.5
amber_proxy,7,10,N2,sea,1,0,425.0,49.455844122715675,36.5,0.7380320899878262,-11.309932474020213,11.309932474020213,0.0,0.011904761904761904,0.8000503674042179,8.0,100.0,44.5,83.5
amber_proxy,7,11,N2,sea,1,0,385.0,43.59188309203676,36.0,0.8258418183952319,-11.309932474020213,11.309932474020213,0.0,0.0,0.7257934372442935,8.5,100.0,44.5,95.5
amber_proxy,7,12,N4,sea,1,0,550.0,65.09797974644661,37.0,0.5683740132046057,-21.80140948635181,21.80140948635181,0.0,0.09345794392523364,0.7774112168957978,8.0,300.0,45.5,281.0
amber_proxy,7,13,N5,sea,1,1,965.0,112.72539674441634,39.0,0.34597349955152673,-45.0,45.0,0.0,0.15873015873015872,0.5710478839485265,8.5,400.0,46.5,353.5
amber_proxy,7,14,N1,sea,1,0,370.0,44.66295090390223,35.0,0.7836472801653155,5.710593137499642,5.710593137499642,0.0,0.0,0.7941521263612596,8.0,0.0,43.5,4.0
amber_proxy,7,15,N5,sea,1,0,530.0,63.06244584051388,40.0,0.6342919223456819,-29.054604099077146,29.054604099077146,0.0,0.009523809523809525,0.9333369476962704,7.5,400.0,47.0,372.5
amber_proxy,7,16,N3,sea,1,1,795.0,96.9680374315356,38.0,0.39188170665854655,0.0,0.0,0.0,0.16129032258064516,0.6230846876093495,8.0,200.0,46.0,171.5
amber_proxy,7,17,N8,sea,1,1,670.0,81.2045814642449,37.4925,0.46170424530182796,16.69924423399362,16.69924423399362,0.0,0.14285714285714285,0.8493295033907723,8.0,699.5,45.5,700.0
amber_proxy,7,18,N5,sea,1,1,1155.0,138.64570696119947,39.995,0.28846908336795996,-5.710593137499642,5.710593137499642,0.0,0.2236842105263158,0.5277167966467028,7.5,400.5,46.5,355.0
amber_proxy,7,19,N8,sea,1,1,625.0,74.42640687119284,37.5,0.5038534248321289,-41.18592516570965,41.18592516570965,0.0,0.10483870967741936,0.7290339767867853,8.0,700.0,45.5,691.5
amber_proxy,7,20,N6,sea,1,1,800.0,95.7401153701777,38.5,0.40213028625608327,-73.30075576600639,73.30075576600639,0.0,0.125,0.7540396617378601,8.0,500.0,47.0,489.0
amber_proxy,7,21,N6,sea,1,1,550.0,63.64823227814079,38.4875,0.6046907922251606,41.18592516570965,41.18592516570965,0.0,0.06542056074766354,0.8338061327372396,8.0,500.5,46.5,503.0
amber_proxy,7,22,N2,sea,1,1,435.0,51.370057685088774,36.5,0.7105306407042421,-36.86989764584402,36.86989764584402,0.0,0.022988505747126436,0.8585586149287772,8.0,100.0,44.5,95.0
amber_proxy,7,23,N2,sea,1,0,390.0,47.405591591021505,36.5075,0.7701095751521941,0.0,0.0,0.0,0.012987012987012988,0.7054495399033784,8.0,100.5,44.5,93.0
amber_proxy,7,24,N5,sea,1,1,850.0,102.01828996322979,39.0,0.3822843924756696,-60.94539590092286,60.94539590092286,0.0,0.13095238095238096,0.43983656162068985,8.5,400.0,46.5,347.5
amber_proxy,7,25,N5,sea,1,1,550.0,66.09797974644661,39.0,0.5900331621269652,-36.86989764584402,36.86989764584402,0.0,0.027522935779816515,0.7588711644011253,8.5,400.0,47.0,361.0
amber_proxy,7,26,N6,sea,1,1,745.0,89.68986283848352,38.505,0.42931273146599724,-68.19859051364818,68.19859051364818,0.0,0.14482758620689656,0.6192315509929279,8.0,499.5,46.5,506.0
amber_proxy,7,27,N1,sea,1,0,410.0,48.870057685088774,35.0,0.7161849536895307,5.710593137499642,5.710593137499642,0.0,0.0,0.8245413700420888,8.0,0.0,43.0,0.0
amber_proxy,7,28,N4,sea,1,1,570.0,67.89087296526007,36.5125,0.5378116145108863,-5.710593137499642,5.710593137499642,0.0,0.05309734513274336,0.756202068670148,8.5,300.5,45.5,282.5
amber_proxy,7,29,N8,sea,1,0,535.0,64.6837661840735,37.5,0.579743608207422,16.69924423399362,16.69924423399362,0.0,0.07476635514018691,0.7514063236988631,8.0,700.0,45.5,686.0
bright_moon_proxy,0,0,N4,sea,1,1,1315.0,154.97413408594565,37.0,0.23874951919060583,-11.309932474020213,11.309932474020213,0.0,0.15444015444015444,0.3938428060795508,8.0,300.0,46.0,195.0
bright_moon_proxy,0,1,N6,predated,0,0,610.0,69.44112549695427,38.5,0.5544264976190317,11.309932474020213,11.309932474020213,0.0,0.2605042016806723,0.8279888508278246,8.0,500.0,21.5,484.0
bright_moon_proxy,0,2,N9,sea,1,1,420.0,50.905591591021505,35.0,0.6875472596643615,-33.690067525979785,33.690067525979785,0.0,0.0,0.8554598282256576,8.5,800.0,44.0,779.0
bright_moon_proxy,0,3,N8,sea,1,1,605.0,73.25483399593904,37.5,0.5119116098478751,-16.69924423399362,16.69924423399362,0.0,0.075,0.7199258682848567,8.0,700.0,45.0,663.0
bright_moon_proxy,0,4,N9,sea,1,0,450.0,54.3198051533946,35.5,0.6535369539664394,-29.054604099077146,29.054604099077146,0.0,0.011111111111111112,0.8881531868087444,8.0,800.0,44.0,776.5
bright_moon_proxy,0,5,N5,censored,0,1,1800.0,205.39444430272886,39.5,0.19231289402249527,-143.13010235415598,143.13010235415598,5.0,0.2334293948126801,0.38643886544309847,8.0,400.0,32.5,279.0
bright_moon_proxy,0,6,N1,sea,1,0,415.0,49.99137802864841,35.0,0.7001207284172614,0.0,0.0,0.0,0.0,0.7556699539224068,8.0,0.0,43.5,0.5
bright_moon_proxy,0,7,N9,sea,1,1,700.0,84.24011537017766,35.0,0.41547901313048957,-11.309932474020213,11.309932474020213,0.0,0.10218978102189781,0.7081017945541929,8.5,800.0,44.5,760.5
bright_moon_proxy,0,8,N3,sea,1,0,435.0,54.26955262170043,37.4925,0.6908569941851356,-26.56505117707799,26.56505117707799,0.0,0.0,0.9157463459398509,8.5,199.5,46.0,167.5
bright_moon_proxy,0,9,N4,sea,1,0,530.0,64.18376618407352,37.0,0.5764697555124326,-29.054604099077146,29.054604099077146,0.0,0.07547169811320754,0.7404424714257682,8.0,300.0,45.5,276.5
bright_moon_proxy,0,10,N4,sea,1,1,675.0,80.79036790187182,37.0125,0.4581301083435525,-21.80140948635181,21.80140948635181,0.0,0.11278195488721804,0.7522820595091901,8.0,300.5,45.5,267.0
bright_moon_proxy,0,11,N4,sea,1,1,605.0,73.58326112068525,36.505,0.496104677123884,-36.86989764584402,36.86989764584402,0.0,0.07563025210084033,0.8000464477169974,8.5,299.5,45.5,254.0
bright_moon_proxy,0,12,N7,predated,0,0,280.0,33.79898987322332,35.5,1.0503272474460628,-16.69924423399362,16.69924423399362,0.0,0.03571428571428571,0.8102330109085782,8.5,600.0,29.0,585.5
bright_moon_proxy,0,13,N4,sea,1,1,585.0,71.54772721475248,37.5,0.5241256635230733,5.710593137499642,5.710593137499642,0.0,0.02564102564102564,0.901774953173059,7.5,300.0,45.5,263.0
bright_moon_proxy,0,14,N5,predated,0,1,1400.0,166.20205614730367,39.49,0.23760235532224885,-111.80140948635182,111.80140948635182,2.5,0.2591240875912409,0.4716521544004762,8.0,401.0,29.0,302.5
bright_moon_proxy,0,15,N3,sea,1,0,565.0,67.80508652763318,38.5,0.5678040095754434,-29.054604099077146,29.054604099077146,0.0,0.03571428571428571,0.7918473534392111,7.5,200.0,45.5,159.5
bright_moon_proxy,0,16,N4,sea,1,1,800.0,96.1040764008566,36.51,0.37990063863383194,-48.81407483429036,48.81407483429036,0.0,0.11464968152866242,0.751852529617931,8.5,299.0,45.5,256.0
bright_moon_proxy,0,17,N4,sea,1,1,700.0,81.49747468305837,37.005,0.45406314912101897,-5.710593137499642,5.710593137499642,1.5,0.09701492537313433,0.6889777884366196,8.0,299.5,45.5,260.0
bright_moon_proxy,0,18,N4,sea,1,1,580.0,67.68376618407353,36.505,0.5393464645675979,-16.69924423399362,16.69924423399362,0.0,0.09734513274336283,0.6353266680866887,8.5,299.5,45.5,280.0
bright_moon_proxy,0,19,N8,sea,1,0,430.0,51.11269837220806,37.5,0.7336728678834572,-29.054604099077146,29.054604099077146,0.0,0.011904761904761904,0.8457345508989128,8.0,700.0,45.5,679.5
bright_moon_proxy,0,20,N2,sea,1,0,490.0,58.02691193458114,36.5,0.6290184809618969,-29.054604099077146,29.054604099077146,0.0,0.030927835051546393,0.7247775449799029,8.0,100.0,44.5,72.0
bright_moon_proxy,0,21,N9,sea,1,0,425.0,53.01219330881971,35.5,0.66965725777835,-11.309932474020213,11.309932474020213,0.0,0.024390243902439025,0.7339508919205802,8.0,800.0,44.0,784.0
bright_moon_proxy,0,22,N9,sea,1,1,660.0,82.56854249492386,35.5,0.4299458235221055,-36.86989764584402,36.86989764584402,0.0,0.10606060606060606,0.6306165651059316,8.0,800.0,44.5,757.5
bright_moon_proxy,0,23,N3,sea,1,1,600.0,71.01219330881973,37.9925,0.5350137522830367,0.0,0.0,0.0,0.07627118644067797,0.8713600996460656,8.0,199.5,46.0,168.5
bright_moon_proxy,0,24,N2,sea,1,0,405.0,47.784271247461874,36.4925,0.7636927182799371,21.80140948635181,21.80140948635181,0.0,0.0,0.7975811694582724,8.0,99.5,44.5,87.5
bright_moon_proxy,0,25,N5,sea,1,1,1630.0,189.5304832720499,39.5,0.20840974664377418,-111.80140948635182,111.80140948635182,5.5,0.21630094043887146,0.5021746811133188,8.0,400.0,45.5,298.5
bright_moon_proxy,0,26,N8,sea,1,1,620.0,73.18376618407356,37.5,0.5124087206126985,-11.309932474020213,11.309932474020213,0.0,0.016129032258064516,0.7337450533306584,8.0,700.0,45.5,673.5
bright_moon_proxy,0,27,N9,predated,0,1,490.0,59.976659402886966,35.5,0.5918969204592147,-33.690067525979785,33.690067525979785,0.0,0.14285714285714285,0.6951638308353352,8.0,800.0,29.0,773.5
bright_moon_proxy,0,28,N2,sea,1,0,440.0,55.18376618407351,36.4925,0.6612904939882852,-29.054604099077146,29.054604099077146,0.0,0.011363636363636364,0.783353428381347,8.0,99.5,44.5,68.0
bright_moon_proxy,0,29,N9,sea,1,1,660.0,78.25483399593905,35.01,0.44738450281316555,-29.054604099077146,29.054604099077146,0.0,0.1,0.5957823963179981,8.5,799.5,44.5,753.5
bright_moon_proxy,1,0,N3,sea,1,1,485.0,62.58326112068516,37.995,0.607111219831301,-53.13010235415598,53.13010235415598,0.0,0.030927835051546393,0.6821424040372351,8.0,200.5,45.5,163.5
bright_moon_proxy,1,1,N7,sea,1,0,535.0,63.02691193458115,36.025,0.571581232432777,-5.710593137499642,5.710593137499642,0.0,0.102803738317757,0.8871390237338991,8.0,599.0,44.5,592.0
bright_moon_proxy,1,2,N7,sea,1,1,790.0,92.982756057297,35.5,0.38179122135425314,-41.18592516570965,41.18592516570965,0.0,0.16447368421052633,0.8202481562996897,8.5,600.0,45.0,571.5
bright_moon_proxy,1,3,N5,predated,0,1,1240.0,144.1604255869608,38.9875,0.270445233782151,-126.86989764584402,126.86989764584402,6.0,0.2786885245901639,0.5132487170960043,8.5,399.5,18.0,317.5
bright_moon_proxy,1,4,N5,censored,0,1,1800.0,215.64318164425816,38.995,0.18083112900981582,-101.30993247402021,101.30993247402021,8.5,0.28611898016997167,0.4356414381728426,8.5,400.5,36.0,282.0
bright_moon_proxy,1,5,N3,sea,1,0,485.0,59.68376618407352,37.5,0.6283115560158264,-29.054604099077146,29.054604099077146,0.0,0.010309278350515464,0.7115447266516581,8.5,200.0,46.0,170.0
bright_moon_proxy,1,6,N1,sea,1,1,765.0,91.27564927611044,35.0,0.3834538595734815,0.0,0.0,0.0,0.10738255033557047,0.7694430565934568,8.0,0.0,43.0,0.0
bright_moon_proxy,1,7,N8,sea,1,0,485.0,56.198484809834966,37.485,0.6670108656281774,-29.054604099077146,29.054604099077146,0.0,0.010526315789473684,0.7781446160431319,8.0,699.0,45.5,679.0
bright_moon_proxy,1,8,N3,sea,1,0,480.0,57.02691193458114,37.9925,0.6662205388849283,-11.309932474020213,11.309932474020213,0.0,0.0,0.655054138928181,8.0,199.5,46.0,169.0
bright_moon_proxy,1,9,N4,sea,1,1,565.0,67.92640687119281,37.0,0.5447071574117294,-36.86989764584402,36.86989764584402,0.0,0.036036036036036036,0.87715256856876,8.0,300.0,45.5,261.0
bright_moon_proxy,1,10,N3,sea,1,1,705.0,84.70458146424491,38.0,0.4486180008579628,-41.18592516570965,41.18592516570965,0.0,0.09285714285714286,0.8330903766533438,8.0,200.0,45.5,150.0
bright_moon_proxy,1,11,N7,sea,1,0,430.0,50.491378028648406,36.0,0.7129930179282072,-29.054604099077146,29.054604099077146,0.0,0.011904761904761904,0.8032236473126318,8.0,600.0,44.5,590.0
bright_moon_proxy,1,12,N6,censored,0,1,1800.0,205.01576464628855,38.0,0.1853515999882301,-11.309932474020213,11.309932474020213,0.0,0.3391304347826087,0.4454598729526568,8.5,500.0,10.0,444.5
bright_moon_proxy,1,13,N4,sea,1,0,540.0,64.76955262170043,37.0,0.5712560686671085,0.0,0.0,0.0,0.037037037037037035,0.7161770592731339,8.0,300.0,45.5,270.5
bright_moon_proxy,1,14,N6,sea,1,1,1075.0,127.03910524340122,38.505,0.3030956485896697,16.69924423399362,16.69924423399362,0.0,0.1848341232227488,0.40083709655269223,8.0,499.5,47.0,465.0
bright_moon_proxy,1,15,N1,sea,1,0,400.0,49.73401871576769,34.5075,0.6938409742677748,-5.710593137499642,5.710593137499642,0.0,0.0,0.815068160361532,8.5,0.5,43.5,0.0
bright_moon_proxy,1,16,N5,censored,0,1,1800.0,207.2228714274751,39.5,0.1906160248041173,-126.86989764584402,126.86989764584402,6.5,0.2722063037249284,0.1363303471085979,8.0,400.0,17.0,278.5
bright_moon_proxy,1,17,N8,sea,1,1,770.0,93.06854249492389,37.9925,0.40822064020259236,41.18592516570965,41.18592516570965,0.5,0.13725490196078433,0.7436117990180013,7.5,699.5,45.5,672.0
bright_moon_proxy,1,18,N6,censored,0,1,1800.0,202.2939392393406,39.005,0.19281348787148736,11.309932474020213,11.309932474020213,1.0,0.3044776119402985,0.15631772937656288,7.5,499.5,35.5,489.0
bright_moon_proxy,1,19,N3,sea,1,0,515.0,60.73401871576769,38.0,0.6256789984183031,-16.69924423399362,16.69924423399362,0.0,0.049019607843137254,0.8529855805138897,8.0,200.0,46.0,174.5
