scenario,replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
amber_proxy,0,27,N2,sea,1,0,395.0,46.04163056034259,36.0,0.7819010656631299,-29.054604099077146,29.054604099077146,0.0,0.0,0.8556444014529975,8.5,100.0,44.5,94.0
amber_proxy,0,28,N1,sea,1,0,410.0,48.57716446627532,35.0,0.720503149670227,26.56505117707799,26.56505117707799,0.0,0.0,0.8075427030531843,8.0,0.0,43.0,0.0
amber_proxy,0,29,N6,sea,1,0,550.0,63.14823227814078,38.5,0.6096766071047575,11.309932474020213,11.309932474020213,0.0,0.0660377358490566,0.8634961507998582,8.0,500.0,47.0,499.5
amber_proxy,1,0,N3,sea,1,1,750.0,87.32590180780457,38.0,0.4351515325159096,-29.054604099077146,29.054604099077146,0.0,0.13194444444444445,0.674550978353912,8.0,200.0,46.0,171.0
amber_proxy,1,1,N1,sea,1,0,400.0,48.07716446627532,35.5075,0.7385522918038863,0.0,0.0,0.0,0.0125,0.7151434743804179,7.5,0.5,43.5,1.0
amber_proxy,1,2,N1,sea,1,0,480.0,55.99137802864841,35.5075,0.6341601376882048,-5.710593137499642,5.710593137499642,0.0,0.010526315789473684,0.7675069863570568,7.5,0.5,43.5,0.5
amber_proxy,1,3,N3,sea,1,0,425.0,50.16295090390223,38.0,0.7575311921501002,-26.56505117707799,26.56505117707799,0.0,0.023529411764705882,0.8166743905358748,8.0,200.0,46.0,186.0
amber_proxy,1,4,N2,sea,1,0,480.0,56.976659402886966,36.9925,0.6492570885636306,16.69924423399362,16.69924423399362,0.0,0.043478260869565216,0.8475660479721604,7.5,99.5,44.5,87.0
amber_proxy,1,5,N5,predated,0,0,150.0,18.520815280171306,39.5,2.1327354872055424,-16.69924423399362,16.69924423399362,0.0,0.0,0.8913068160810782,8.0,400.0,22.5,395.0
amber_proxy,1,6,N6,sea,1,0,540.0,61.06244584051388,38.9875,0.6384857249549029,-5.710593137499642,5.710593137499642,0.0,0.039603960396039604,0.8581745525262017,7.5,500.5,46.5,502.5
amber_proxy,1,7,N3,sea,1,0,410.0,47.45584412271569,38.0,0.8007443698975432,-26.56505117707799,26.56505117707799,0.0,0.0,0.7495165251075939,8.0,200.0,46.0,186.0
amber_proxy,1,8,N8,sea,1,0,490.0,57.64823227814078,38.0,0.6591702555016409,16.69924423399362,16.69924423399362,0.0,0.05263157894736842,0.8089236258509579,7.5,700.0,45.5,688.0
amber_proxy,1,9,N8,sea,1,1,600.0,69.39087296526009,37.49,0.5402727822543612,0.0,0.0,0.0,0.09482758620689655,0.7841932885031737,8.0,700.5,45.5,681.5
amber_proxy,1,10,N3,sea,1,0,560.0,67.96194077712555,37.995,0.5590629044070539,0.0,0.0,0.0,0.06422018348623854,0.6392974264931188,8.0,200.5,46.0,167.5
amber_proxy,1,11,N5,sea,1,1,1650.0,189.98023074035572,39.995,0.2105219045378506,-73.30075576600639,73.30075576600639,0.0,0.22712933753943218,0.3823112893526315,7.5,400.5,45.5,316.0
amber_proxy,1,12,N3,sea,1,1,525.0,63.68376618407351,38.0,0.5966983782046374,-36.86989764584402,36.86989764584402,0.0,0.047619047619047616,0.7178490372674583,8.0,200.0,46.0,180.5
amber_proxy,1,13,N5,sea,1,1,700.0,85.24011537017768,39.4875,0.4632501942133128,-21.80140948635181,21.80140948635181,0.0,0.1223021582733813,0.7271608140090163,8.0,399.5,47.5,383.5
amber_proxy,1,14,N5,sea,1,1,620.0,73.84062043356595,39.0,0.5281645762319687,11.309932474020213,11.309932474020213,0.0,0.10655737704918032,0.6611540296417608,8.5,400.0,47.5,382.0
amber_proxy,1,15,N5,sea,1,1,875.0,105.17514421272219,39.495,0.3755164805870797,-26.56505117707799,26.56505117707799,0.0,0.15204678362573099,0.7343434933260826,8.0,400.5,47.0,361.5
amber_proxy,1,16,N3,sea,1,0,395.0,46.95584412271568,37.9925,0.8091112130943566,-5.710593137499642,5.710593137499642,0.0,0.0,1.0453170734160677,8.0,199.5,46.0,194.0
amber_proxy,1,17,N3,sea,1,0,560.0,64.11269837220804,38.5,0.6005050633883351,5.710593137499642,5.710593137499642,0.0,0.07272727272727272,0.7186417476497915,7.5,200.0,46.0,180.5
amber_proxy,1,18,N2,sea,1,0,425.0,49.784271247461874,36.9925,0.7430559707527299,-5.710593137499642,5.710593137499642,0.0,0.012048192771084338,0.7782032326129,7.5,99.5,44.5,91.0
amber_proxy,1,19,N8,sea,1,1,760.0,87.08326112068531,37.48,0.43039270139479413,-21.80140948635181,21.80140948635181,0.0,0.11643835616438356,0.6877791493418509,8.0,701.0,45.5,670.5
amber_proxy,1,20,N8,sea,1,1,565.0,65.56244584051387,38.0,0.5796000974771163,-36.86989764584402,36.86989764584402,0.0,0.03636363636363636,0.7485671682844255,7.5,700.0,45.5,673.5
amber_proxy,1,21,N8,sea,1,0,505.0,60.76955262170042,37.5,0.617085339321866,11.309932474020213,11.309932474020213,0.0,0.05,0.8053239744357402,8.0,700.0,45.5,689.5
amber_proxy,1,22,N8,sea,1,0,545.0,63.06244584051388,37.0,0.5867200281697558,-11.309932474020213,11.309932474020213,0.0,0.0761904761904762,0.673037228522895,8.5,700.0,45.5,685.0
amber_proxy,1,23,N9,sea,1,1,580.0,69.63351365237936,35.5,0.5098119876187946,-16.69924423399362,16.69924423399362,0.0,0.10526315789473684,0.6904543730282342,8.0,800.0,44.0,782.5
amber_proxy,1,24,N8,sea,1,1,610.0,71.3050865276332,37.49,0.5257689433624252,21.80140948635181,21.80140948635181,0.0,0.07563025210084033,0.887930018504388,8.0,700.5,45.5,683.0
amber_proxy,1,25,N7,sea,1,1,690.0,80.49747468305836,36.0125,0.44737428275596897,5.710593137499642,5.710593137499642,0.5,0.12121212121212122,0.6277173939039561,8.0,599.5,44.5,594.0
amber_proxy,1,26,N4,sea,1,1,635.0,73.8050865276332,37.005,0.5013882069787297,-48.81407483429036,48.81407483429036,0.0,0.08870967741935484,0.9268134077678958,8.0,299.5,45.5,286.5
amber_proxy,1,27,N6,sea,1,0,485.0,57.73401871576768,38.9875,0.6752951010034601,-29.054604099077146,29.054604099077146,0.0,0.0,0.8399203017615733,7.5,500.5,47.0,489.5
amber_proxy,1,28,N4,sea,1,1,555.0,67.754833995939,36.5,0.5387069504470735,-5.710593137499642,5.710593137499642,0.0,0.09174311926605505,0.7757961479028457,8.5,300.0,45.5,284.5
amber_proxy,1,29,N1,sea,1,0,425.0,50.16295090390222,35.0,0.6977260980329871,0.0,0.0,0.0,0.03529411764705882,0.9121406004002294,8.0,0.0,43.5,1.5
amber_proxy,2,0,N2,sea,1,0,415.0,49.905591591021505,36.5,0.7313809702752166,0.0,0.0,0.0,0.012195121951219513,0.6634947053493028,8.0,100.0,44.5,86.0
amber_proxy,2,1,N7,sea,1,1,500.0,60.68376618407352,36.5125,0.6016848046188459,-36.86989764584402,36.86989764584402,0.0,0.0707070707070707,0.8449061150355575,7.5,599.5,44.5,586.0
amber_proxy,2,2,N5,sea,1,1,665.0,77.66904755831216,39.9875,0.5148447323237522,-45.0,45.0,0.0,0.09375,0.802188542165799,7.5,399.5,47.0,363.0
amber_proxy,2,3,N2,sea,1,1,485.0,57.319805153394604,36.5075,0.6369090038303793,-60.94539590092286,60.94539590092286,0.0,0.08333333333333333,0.8123427734337294,8.0,100.5,44.5,85.5
amber_proxy,2,4,N9,sea,1,1,480.0,57.64823227814079,35.5,0.6158037913239013,-53.13010235415598,53.13010235415598,0.0,0.021052631578947368,0.7363711228399047,8.0,800.0,44.0,791.0
amber_proxy,2,5,N1,sea,1,0,410.0,48.45584412271568,35.0,0.722307094916386,0.0,0.0,0.0,0.012195121951219513,0.908275746230669,8.0,0.0,43.0,0.0
amber_proxy,2,6,N9,sea,1,1,535.0,64.47665940288697,35.01,0.5429871882976681,-36.86989764584402,36.86989764584402,0.0,0.06542056074766354,0.761879619895614,8.5,799.5,44.5,770.5
amber_proxy,2,7,N2,sea,1,0,425.0,49.819805153394604,36.5,0.732640360346993,5.710593137499642,5.710593137499642,0.0,0.0,0.790226311232444,8.0,100.0,44.5,90.5
amber_proxy,2,8,N8,sea,1,0,510.0,62.39087296526006,37.0,0.5930354592185626,5.710593137499642,5.710593137499642,0.0,0.058823529411764705,0.6433940103072906,8.5,700.0,45.5,690.5
amber_proxy,2,9,N4,sea,1,0,465.0,55.11269837220805,37.0,0.6713516320706622,0.0,0.0,0.0,0.021739130434782608,0.849278721747618,8.0,300.0,45.5,283.5
amber_proxy,2,10,N7,predated,0,0,75.0,8.949747468305834,36.0075,4.023297878237914,-8.13010235415598,8.13010235415598,0.0,0.13333333333333333,0.9519318185494183,8.0,600.5,11.5,600.0
amber_proxy,2,11,N3,sea,1,0,460.0,55.23401871576768,37.5,0.678929414732136,-11.309932474020213,11.309932474020213,0.0,0.01098901098901099,0.7528987849946888,8.5,200.0,46.0,181.5
amber_proxy,2,12,N3,sea,1,1,575.0,71.58326112068522,37.495,0.5237956389942281,-36.86989764584402,36.86989764584402,0.0,0.06956521739130435,0.7893354773736755,8.5,200.5,46.0,178.5
amber_proxy,2,13,N5,predated,0,1,540.0,61.85533905932733,39.4875,0.6383846665544318,-60.94539590092286,60.94539590092286,0.0,0.18446601941747573,0.9103048567868058,8.0,399.5,23.5,368.5
amber_proxy,2,14,N9,sea,1,1,720.0,83.87615433949873,35.0,0.41728188751159634,-33.690067525979785,33.690067525979785,0.0,0.17142857142857143,0.8496505187035638,8.5,800.0,44.0,781.0
amber_proxy,2,15,N1,sea,1,0,385.0,45.95584412271568,35.0075,0.7617638337034922,0.0,0.0,0.0,0.0,0.9763420365081064,8.0,0.5,43.0,0.0
amber_proxy,2,16,N7,sea,1,1,610.0,70.6482322781408,36.0,0.5095668899154994,-45.0,45.0,0.0,0.09090909090909091,0.749968917305888,8.0,600.0,45.0,576.0
amber_proxy,2,17,N4,sea,1,1,585.0,67.11269837220806,36.5,0.5438613091902584,-11.309932474020213,11.309932474020213,0.0,0.04310344827586207,0.8122362279533236,8.5,300.0,45.5,291.0
amber_proxy,2,18,N6,sea,1,0,565.0,67.80508652763315,38.505,0.567877750355908,-16.69924423399362,16.69924423399362,0.0,0.08928571428571429,0.7021186003363061,8.0,499.5,46.5,507.5
amber_proxy,2,19,N7,sea,1,1,520.0,61.26955262170042,36.0075,0.5876899448299037,-41.18592516570965,41.18592516570965,0.0,0.0594059405940594,0.7128065816419781,8.0,600.5,44.5,582.5
amber_proxy,2,20,N4,sea,1,1,450.0,54.02691193458114,37.0,0.6848438801166667,-53.13010235415598,53.13010235415598,0.0,0.033707865168539325,0.7554778960593505,8.0,300.0,45.5,284.0
amber_proxy,2,21,N2,sea,1,0,370.0,43.42031021678295,36.0,0.829105085160934,5.710593137499642,5.710593137499642,0.0,0.0,0.9370836814962902,8.5,100.0,45.0,102.0
amber_proxy,2,22,N9,sea,1,1,685.0,80.2045814642449,35.5,0.44261810674525937,-36.86989764584402,36.86989764584402,0.0,0.13740458015267176,0.6994819361737528,8.0,800.0,44.0,780.0
amber_proxy,2,23,N3,sea,1,1,515.0,58.81980515339459,38.0,0.6460409023950491,-33.690067525979785,33.690067525979785,0.0,0.030303030303030304,0.8026989374697777,8.0,200.0,46.0,185.0
amber_proxy,2,24,N7,predated,0,0,205.0,23.727922061357848,35.5,1.4961276384927777,-16.69924423399362,16.69924423399362,0.0,0.075,0.9587360662750797,8.5,600.0,20.5,602.0
amber_proxy,2,25,N7,sea,1,1,445.0,52.07716446627532,36.0,0.691281876979175,-63.43494882292201,63.43494882292201,0.0,0.0,0.8049654578395118,8.0,600.0,44.5,585.0
amber_proxy,2,26,N8,sea,1,0,500.0,60.56244584051388,37.49,0.6190304813436163,-11.309932474020213,11.309932474020213,0.0,0.05,0.8709069834504076,8.0,700.5,45.5,689.5
amber_proxy,2,27,N2,sea,1,1,400.0,48.19848480983496,36.5,0.7572852164131129,-36.86989764584402,36.86989764584402,0.0,0.0,0.865602639435947,8.0,100.0,44.5,91.0
amber_proxy,2,28,N3,sea,1,1,580.0,68.476659402887,37.5,0.5476318548100638,-53.13010235415598,53.13010235415598,0.0,0.06956521739130435,0.9155511579092102,8.5,200.0,46.0,186.5
amber_proxy,2,29,N9,sea,1,1,565.0,65.23401871576768,35.5,0.5441945889410508,0.0,0.0,0.0,0.08108108108108109,0.8142090321493092,8.0,800.0,44.0,783.0
amber_proxy,3,0,N4,sea,1,1,710.0,85.24011537017765,37.0,0.43406792493555124,21.80140948635181,21.80140948635181,0.0,0.1223021582733813,0.5411010152016446,8.0,300.0,45.5,303.0
amber_proxy,3,1,N3,sea,1,1,655.0,75.71930009000631,38.0,0.5018535558943362,-26.56505117707799,26.56505117707799,0.0,0.06299212598425197,0.8862734761955944,8.0,200.0,46.0,188.0
amber_proxy,3,2,N2,sea,1,0,500.0,58.31980515339459,36.5,0.6258594298111345,5.710593137499642,5.710593137499642,0.0,0.061224489795918366,0.7364688309680566,8.0,100.0,44.5,80.0
amber_proxy,3,3,N5,censored,0,1,1800.0,211.79393923934063,39.5,0.18650203184219774,11.309932474020213,11.309932474020213,0.0,0.2542372881355932,0.30401297687817913,8.0,400.0,40.5,310.5
amber_proxy,3,4,N5,predated,0,1,130.0,16.313708498984766,40.0,2.4519256306736925,-53.13010235415598,53.13010235415598,0.5,0.15384615384615385,0.9196226007239166,7.5,400.0,13.5,390.0
amber_proxy,3,5,N2,sea,1,0,445.0,52.991378028648406,36.5075,0.6889328294173285,-21.80140948635181,21.80140948635181,0.0,0.033707865168539325,0.8091390483489633,8.0,100.5,44.5,79.0
amber_proxy,3,6,N8,sea,1,0,430.0,51.07716446627532,38.0,0.7439723876036665,-16.69924423399362,16.69924423399362,0.0,0.0,0.8083465439063267,7.5,700.0,45.5,682.5
amber_proxy,3,7,N1,sea,1,0,390.0,48.319805153394604,35.5,0.7346883930368254,11.309932474020213,11.309932474020213,0.0,0.02564102564102564,0.906014114904127,7.5,0.0,43.5,1.5
amber_proxy,3,8,N9,sea,1,0,475.0,54.81980515339459,36.01,0.6568793869157005,-5.710593137499642,5.710593137499642,0.0,0.04395604395604396,0.7666675188361409,7.5,799.5,44.0,782.0
amber_proxy,3,9,N8,sea,1,0,400.0,47.455844122715675,37.5,0.7902082597673126,0.0,0.0,0.0,0.0125,0.9149529653539713,8.0,700.0,45.5,691.5
amber_proxy,3,10,N8,sea,1,0,485.0,57.14823227814079,37.4925,0.6560570380816642,0.0,0.0,0.0,0.031914893617021274,0.9681683614985725,8.0,699.5,45.5,692.5
amber_proxy,3,11,N9,sea,1,0,430.0,52.941125496954236,36.0,0.6800006547286405,0.0,0.0,0.0,0.023255813953488372,0.7820334660897371,7.5,800.0,43.5,800.0
amber_proxy,3,12,N6,sea,1,1,625.0,74.61879502661797,38.4875,0.5157882807712287,-5.710593137499642,5.710593137499642,0.0,0.10084033613445378,0.7129414009296459,8.0,500.5,46.5,500.0
amber_proxy,3,13,N2,sea,1,0,465.0,55.976659402886966,36.4925,0.6519235050692918,0.0,0.0,0.0,0.044444444444444446,0.8510100736316624,8.0,99.5,44.5,99.5
amber_proxy,3,14,N6,sea,1,1,655.0,76.71930009000633,38.505,0.5018945683136619,-26.56505117707799,26.56505117707799,0.0,0.10077519379844961,0.7339680525548805,8.0,499.5,46.5,501.0
amber_proxy,3,15,N3,sea,1,1,545.0,64.1837661840735,37.5,0.5842598873436818,-60.94539590092286,60.94539590092286,0.0,0.02830188679245283,0.7784608160505246,8.5,200.0,46.0,179.5
amber_proxy,3,16,N5,sea,1,1,1065.0,126.61017305526669,39.5,0.31198124958535384,-60.94539590092286,60.94539590092286,0.5,0.18932038834951456,0.6356947025248023,8.0,400.0,46.0,335.0
amber_proxy,3,17,N8,sea,1,1,610.0,71.18376618407355,38.0,0.5338295799316953,-36.86989764584402,36.86989764584402,0.0,0.1,0.6126034813400134,7.5,700.0,45.5,689.0
amber_proxy,3,18,N8,sea,1,0,460.0,52.45584412271568,37.0,0.7053551538212188,-11.309932474020213,11.309932474020213,0.0,0.011111111111111112,0.877245076106244,8.5,700.0,45.5,703.0
amber_proxy,3,19,N2,sea,1,0,445.0,54.76955262170043,36.0,0.6572995081529354,-29.054604099077146,29.054604099077146,0.0,0.03409090909090909,0.8135987394119428,8.5,100.0,44.5,90.0
amber_proxy,3,20,N3,sea,1,0,395.0,49.64823227814079,38.0,0.7653847530183004,-5.710593137499642,5.710593137499642,0.0,0.0,0.7842931512728956,8.0,200.0,46.0,182.0
amber_proxy,3,21,N5,sea,1,1,895.0,102.3969696196701,39.495,0.3857047737515578,45.0,45.0,0.0,0.17058823529411765,0.7505251713872534,8.0,400.5,47.5,388.0
amber_proxy,3,22,N9,sea,1,1,810.0,91.91168824543149,35.5,0.3862403213093471,-11.309932474020213,11.309932474020213,0.0,0.13636363636363635,0.5792783084895693,8.0,800.0,44.0,784.0
amber_proxy,3,23,N8,sea,1,1,510.0,59.73401871576769,38.0,0.6361534150383444,-36.86989764584402,36.86989764584402,0.0,0.02,0.7163012982740469,7.5,700.0,45.5,682.5
amber_proxy,3,24,N7,sea,1,1,625.0,72.37615433949867,36.0,0.49740139315958803,-5.710593137499642,5.710593137499642,0.0,0.09401709401709402,0.804794408380061,8.0,600.0,44.5,582.5
amber_proxy,3,25,N1,sea,1,0,410.0,47.248737341529136,34.5,0.7301782426612347,0.0,0.0,0.0,0.0,0.910560949721055,8.5,0.0,43.5,0.5
amber_proxy,3,26,N4,predated,0,1,5.0,0.5,37.0,74.0,-90.0,90.0,0.0,0.0,1.018229759646835,8.0,300.0,8.0,299.5
amber_proxy,3,27,N9,sea,1,1,640.0,73.18376618407356,36.0,0.49191237178819053,-36.86989764584402,36.86989764584402,0.0,0.0967741935483871,0.8651400399750339,7.5,800.0,44.0,781.5
amber_proxy,3,28,N5,sea,1,1,765.0,91.24011537017772,39.995,0.43834885387565564,-63.43494882292201,63.43494882292201,0.0,0.09933774834437085,0.6343479758816551,7.5,400.5,47.0,361.5
amber_proxy,3,29,N1,sea,1,0,410.0,50.855339059327335,35.0,0.6882266571690604,5.710593137499642,5.710593137499642,0.0,0.024691358024691357,1.0201998165774095,8.0,0.0,43.5,1.0
amber_proxy,4,0,N8,sea,1,1,790.0,92.15432893255081,37.5,0.4069260818712796,-73.30075576600639,73.30075576600639,0.0,0.14473684210526316,0.5880965701832501,8.0,700.0,45.5,692.5
amber_proxy,4,1,N5,censored,0,1,1800.0,213.2792206135792,39.495,0.1851797839769741,-60.94539590092286,60.94539590092286,2.0,0.3181818181818182,0.2236580395761255,8.0,400.5,28.0,335.5
amber_proxy,4,2,N3,sea,1,1,460.0,56.68376618407352,37.985,0.6701213161568765,-33.690067525979785,33.690067525979785,0.0,0.02197802197802198,0.7701153625662706,8.0,199.0,46.0,186.5
amber_proxy,4,3,N8,sea,1,1,695.0,81.84062043356599,37.5,0.4582076699973282,-26.56505117707799,26.56505117707799,0.0,0.07246376811594203,0.6519060089398044,8.0,700.0,45.5,674.5
amber_proxy,4,4,N9,sea,1,1,480.0,55.4055915910215,35.01,0.6318856814746724,-36.86989764584402,36.86989764584402,0.0,0.043010752688172046,0.7670321066933034,8.5,799.5,44.0,787.0
amber_proxy,4,5,N5,sea,1,1,1065.0,126.86753236814738,39.4875,0.3112498466937481,-60.94539590092286,60.94539590092286,0.0,0.17703349282296652,0.5299245315268715,8.0,399.5,46.5,350.5
amber_proxy,4,6,N9,sea,1,1,550.0,62.7340187157677,35.51,0.5660405745866053,-41.18592516570965,41.18592516570965,0.0,0.0660377358490566,0.7301400784833245,8.0,799.5,44.0,779.0
amber_proxy,4,7,N7,sea,1,0,545.0,65.21930009000626,36.5075,0.5597652834301752,-29.054604099077146,29.054604099077146,0.0,0.08490566037735849,0.8753013430616058,7.5,600.5,44.5,593.0
amber_proxy,4,8,N9,sea,1,1,600.0,71.34062043356593,35.5,0.49761271747080527,-16.69924423399362,16.69924423399362,0.0,0.09401709401709402,0.6166014388215088,8.0,800.0,44.0,777.5
amber_proxy,4,9,N1,sea,1,0,385.0,46.370057685088774,35.0,0.7547974220281153,21.80140948635181,21.80140948635181,0.0,0.012987012987012988,0.8472837768372429,8.0,0.0,43.5,0.0
amber_proxy,4,10,N5,sea,1,1,905.0,107.1396103067894,39.0,0.36401103091867965,-16.69924423399362,16.69924423399362,0.0,0.1807909604519774,0.5537332280388999,8.5,400.0,47.0,379.0
amber_proxy,4,11,N8,sea,1,1,580.0,69.71930009000627,37.5,0.5378711483274821,-29.054604099077146,29.054604099077146,2.0,0.10434782608695652,0.726289943914968,8.0,700.0,45.5,683.5
amber_proxy,4,12,N9,sea,1,0,390.0,46.870057685088774,35.0,0.7467454005531315,-5.710593137499642,5.710593137499642,0.0,0.0,0.8294844833610074,8.5,800.0,44.0,783.5
amber_proxy,4,13,N2,sea,1,0,445.0,51.66295090390223,37.0075,0.7163257102529297,5.710593137499642,5.710593137499642,0.0,0.022727272727272728,0.9442694490550999,7.5,100.5,44.5,85.0
amber_proxy,4,14,N9,sea,1,1,765.0,84.51219330881976,36.0,0.4259740351129073,-36.86989764584402,36.86989764584402,0.0,0.1310344827586207,0.6442435811406161,7.5,800.0,44.0,779.0
amber_proxy,4,15,N7,sea,1,1,510.0,63.547727214752435,35.5125,0.5588319450039414,-56.309932474020215,56.309932474020215,0.0,0.06930693069306931,0.8553496487867627,8.5,599.5,45.0,577.0
amber_proxy,4,16,N3,sea,1,0,440.0,53.64823227814079,37.9925,0.7081780402945395,-21.80140948635181,21.80140948635181,0.0,0.011494252873563218,0.8022109161344161,8.0,199.5,46.0,195.5
amber_proxy,4,17,N2,sea,1,0,530.0,63.390872965260066,36.5,0.5757926700268508,-29.054604099077146,29.054604099077146,0.0,0.0673076923076923,0.7416565172424316,8.0,100.0,44.5,78.0
amber_proxy,4,18,N4,sea,1,0,435.0,51.61269837220805,37.005,0.7169747207002478,-29.054604099077146,29.054604099077146,0.0,0.0,0.8155603724663482,8.0,299.5,45.5,275.5
amber_proxy,4,19,N5,sea,1,1,1210.0,136.74621202458775,39.9875,0.29242126277552766,5.710593137499642,5.710593137499642,0.0,0.1956521739130435,0.6069391025169286,7.5,399.5,47.0,368.5
amber_proxy,4,20,N3,sea,1,0,410.0,48.04163056034259,38.0,0.7909806465097012,-21.80140948635181,21.80140948635181,0.0,0.0,0.8855130294805009,8.0,200.0,46.0,187.0
amber_proxy,4,21,N1,sea,1,0,370.0,44.87005768508879,35.0,0.7800301984374581,0.0,0.0,0.0,0.0,0.8199307360635094,8.0,0.0,43.5,0.5
amber_proxy,4,22,N4,sea,1,0,545.0,64.89087296526006,36.5,0.5624828012337054,-29.054604099077146,29.054604099077146,0.0,0.04672897196261682,0.7267062389855803,8.5,300.0,45.5,266.0
amber_proxy,4,23,N1,predated,0,0,465.0,54.28427124746187,35.5,0.6539647522975608,0.0,0.0,0.0,0.06521739130434782,0.8939740409531748,7.5,0.0,38.5,0.0
amber_proxy,4,24,N4,sea,1,0,530.0,62.976659402886966,37.0125,0.5877177410001407,-11.309932474020213,11.309932474020213,0.0,0.057692307692307696,0.8519548629594262,8.0,300.5,45.5,285.5
amber_proxy,4,25,N7,sea,1,1,605.0,68.85533905932736,36.0,0.5228352730785563,5.710593137499642,5.710593137499642,1.0,0.1111111111111111,0.7089415541555151,8.0,600.0,44.5,585.0
amber_proxy,4,26,N1,sea,1,0,430.0,49.748737341529136,35.0,0.703535443718343,5.710593137499642,5.710593137499642,0.0,0.023529411764705882,0.6542397215482711,8.0,0.0,43.5,0.5
amber_proxy,4,27,N2,sea,1,0,425.0,49.74873734152913,37.0,0.743737469073677,-21.80140948635181,21.80140948635181,0.0,0.023529411764705882,0.7833908595322615,7.5,100.0,44.5,85.0
amber_proxy,4,28,N9,sea,1,0,465.0,55.3198051533946,35.5,0.6417231568615098,-16.69924423399362,16.69924423399362,0.0,0.043478260869565216,0.8770522382453038,8.0,800.0,44.0,798.5
amber_proxy,4,29,N8,sea,1,1,685.0,77.54772721475253,36.9925,0.47702880959433996,-36.86989764584402,36.86989764584402,0.0,0.11627906976744186,0.836518576289227,8.5,699.5,45.5,675.5
amber_proxy,5,0,N9,sea,1,0,540.0,62.52691193458114,35.5,0.5677555296052669,0.0,0.0,0.0,0.04716981132075472,0.8593538940207749,8.0,800.0,44.0,797.0
amber_proxy,5,1,N2,sea,1,0,410.0,48.57716446627531,36.5,0.7513818560846655,-11.309932474020213,11.309932474020213,0.0,0.0,0.7630785126387734,8.0,100.0,44.5,90.5
amber_proxy,5,2,N5,predated,0,1,255.0,29.26345596729058,39.5,1.3498063948479424,-53.13010235415598,53.13010235415598,0.0,0.22448979591836735,0.8552963604921644,8.0,400.0,12.5,381.5
amber_proxy,5,3,N3,sea,1,0,445.0,51.87005768508876,37.5,0.7229604452662916,-11.309932474020213,11.309932474020213,0.0,0.011363636363636364,0.7907939741371025,8.5,200.0,46.0,186.5
amber_proxy,5,4,N9,sea,1,1,515.0,60.23401871576769,35.5,0.5893679478289073,-48.81407483429036,48.81407483429036,0.0,0.04950495049504951,0.7689862908543342,8.0,800.0,44.0,797.0
amber_proxy,5,5,N6,sea,1,0,460.0,54.73401871576769,38.0,0.6942665803023343,0.0,0.0,0.0,0.03333333333333333,0.6779940535290241,8.5,500.0,47.0,498.0
amber_proxy,5,6,N6,sea,1,1,630.0,75.16904755831216,38.0,0.5055272247599202,-29.054604099077146,29.054604099077146,0.0,0.08130081300813008,0.7211643241228645,8.5,500.0,47.0,500.0
amber_proxy,5,7,N5,sea,1,1,1465.0,175.98023074035572,40.0,0.22729825862665615,16.69924423399362,16.69924423399362,0.0,0.25259515570934254,0.4599556335437813,7.5,400.0,46.0,335.0
amber_proxy,5,8,N8,sea,1,0,600.0,67.59797974644663,37.5,0.5547503067496812,-29.054604099077146,29.054604099077146,0.0,0.09821428571428571,0.7167825464619298,8.0,700.0,45.5,686.5
amber_proxy,5,9,N9,predated,0,0,225.0,26.67766952966368,35.5,1.330700942993784,-29.054604099077146,29.054604099077146,0.0,0.0,1.0155358003491337,8.0,800.0,27.5,797.5
amber_proxy,5,10,N6,sea,1,0,530.0,63.56244584051388,39.0,0.613569844336322,21.80140948635181,21.80140948635181,0.0,0.03773584905660377,0.6917611398969353,7.5,500.0,47.0,496.0
amber_proxy,5,11,N9,sea,1,1,600.0,71.34062043356592,35.5,0.4976127174708054,-11.309932474020213,11.309932474020213,0.0,0.1282051282051282,0.6568171127400984,8.0,800.0,44.0,789.5
amber_proxy,5,12,N9,sea,1,1,500.0,60.26955262170042,35.51,0.5891863877418995,-33.690067525979785,33.690067525979785,0.0,0.06060606060606061,0.6740527779416727,8.0,799.5,44.0,775.0
amber_proxy,5,13,N2,sea,1,0,405.0,46.7132034355964,36.0,0.7706600565219913,-21.80140948635181,21.80140948635181,0.0,0.012345679012345678,0.8793090712646378,8.5,100.0,44.5,86.5
amber_proxy,5,14,N1,sea,1,0,400.0,46.95584412271568,35.0,0.745381126756662,0.0,0.0,0.0,0.0,0.9300850479607868,8.0,0.0,43.5,0.0
amber_proxy,5,15,N9,sea,1,0,505.0,59.02691193458114,35.5,0.601420586585052,-21.80140948635181,21.80140948635181,0.0,0.08080808080808081,0.8199848093016716,8.0,800.0,44.0,792.5
amber_proxy,5,16,N6,sea,1,0,560.0,66.59797974644663,38.4875,0.5779079207286842,0.0,0.0,0.0,0.1,0.6574476981818264,8.0,500.5,46.5,504.0
amber_proxy,5,17,N1,sea,1,0,380.0,44.04163056034259,35.0075,0.7948729316921023,-5.710593137499642,5.710593137499642,0.0,0.0,0.7644755073771486,8.0,0.5,43.5,2.0
